,trial_id,transformer_name,dataset_name,classifier_score,time_transform_train,time_transform_test,time_train,time_total,size_train,size_test,len_train,len_test,n_classes
0,0,minirocket,ArrowHead,0.8685714285714285,0.995591402053833,4.074524879455566,9.021748304367065,18.590778827667236,36,175,251,251,3
1,0,minirocket,Beef,0.8666666666666667,0.8625223636627197,1.119084119796753,9.084290266036987,15.074087619781494,30,30,470,470,5
2,0,minirocket,BeetleFly,0.9,0.5968892574310303,0.33488917350769043,8.27023696899414,12.6577627658844,20,20,512,512,2
3,0,minirocket,BirdChicken,0.9,0.4609971046447754,0.6040105819702148,8.18105411529541,14.227511882781982,20,20,512,512,2
4,0,minirocket,BME,1.0,0.5312724113464355,2.3868088722229004,9.026803493499756,16.679690837860107,30,150,128,128,3
5,0,minirocket,Car,0.9166666666666666,0.9370434284210205,1.0379672050476074,10.633183240890503,17.939094305038452,60,60,577,577,4
6,0,minirocket,CBF,0.9988888888888889,0.35263562202453613,8.648929357528687,8.530115127563477,27.13239288330078,30,900,128,128,3
7,0,minirocket,Chinatown,0.9825072886297376,0.3616616725921631,5.700909852981567,9.015851259231567,20.298007488250732,20,343,24,24,2
8,0,minirocket,Coffee,1.0,0.6260347366333008,0.7202541828155518,8.724026441574097,15.821317434310913,28,28,286,286,2
9,0,minirocket,DiatomSizeReduction,0.9248366013071896,0.39418816566467285,5.1571900844573975,8.515739679336548,20.45581555366516,16,306,345,345,4
10,0,minirocket,ECGFiveDays,1.0,0.28405022621154785,4.854170322418213,8.721258878707886,21.428873777389526,23,861,136,136,2
11,0,minirocket,FaceFour,0.9886363636363636,1.1055922508239746,2.080167055130005,8.773394107818604,17.67405867576599,24,88,350,350,4
12,0,minirocket,Fish,0.9771428571428571,2.7904856204986572,0.9313831329345703,19.11403250694275,23.874475955963135,175,175,463,463,7
13,0,minirocket,Fungi,1.0,0.9248316287994385,2.1147515773773193,8.646152257919312,17.73979640007019,18,186,201,201,18
14,0,minirocket,GunPoint,0.9933333333333333,1.010624647140503,1.893418788909912,9.271413803100586,17.709118366241455,50,150,150,150,2
15,0,minirocket,Herring,0.65625,2.155953884124756,2.2165892124176025,12.044340372085571,19.13198232650757,64,64,512,512,2
16,0,minirocket,HouseTwenty,0.9663865546218487,1.8463590145111084,2.3242528438568115,12.015367984771729,23.39600706100464,40,119,2000,2000,2
17,0,minirocket,Ham,0.7142857142857143,1.0924808979034424,0.677962064743042,16.752164125442505,21.577502965927124,109,105,431,431,2
18,0,minirocket,ItalyPowerDemand,0.9659863945578231,0.8593084812164307,1.1574900150299072,10.057948589324951,20.89418864250183,67,1029,24,24,2
19,0,minirocket,Lightning2,0.7377049180327869,0.923356294631958,0.5397441387176514,27.275904893875122,30.36947226524353,60,61,637,637,2
20,0,minirocket,Lightning7,0.8082191780821918,1.082651138305664,0.45153164863586426,22.37508726119995,26.55264639854431,70,73,319,319,7
21,0,minirocket,Meat,0.9833333333333333,0.21200156211853027,0.9585833549499512,24.480035066604614,28.052918672561646,60,60,448,448,3
22,0,minirocket,MoteStrain,0.9281150159744409,0.45734310150146484,1.607051134109497,28.75569462776184,35.64848709106445,20,1252,84,84,2
23,0,minirocket,OliveOil,0.9333333333333333,0.5241272449493408,0.21692848205566406,20.890703201293945,23.656715869903564,30,30,570,570,4
24,0,minirocket,Plane,1.0,0.567807674407959,0.5430943965911865,14.507369756698608,17.39889359474182,105,105,144,144,7
25,0,minirocket,PowerCons,0.9944444444444445,1.4148719310760498,1.2461214065551758,14.008379220962524,18.17205309867859,180,180,144,144,2
26,0,minirocket,Rock,0.8,0.2427351474761963,0.28950071334838867,20.870195627212524,22.30165672302246,20,50,2844,2844,4
27,0,minirocket,ShapeletSim,1.0,0.1446981430053711,0.40241336822509766,17.035038709640503,19.161909818649292,20,180,500,500,2
28,0,minirocket,Symbols,0.9839195979899498,0.11208653450012207,0.22423100471496582,23.635984420776367,25.65878653526306,25,995,398,398,6
29,0,minirocket,Trace,1.0,0.4887716770172119,0.26564908027648926,14.284357786178589,16.74153184890747,100,100,275,275,4
30,0,minirocket,TwoLeadECG,0.9982440737489026,0.13785147666931152,0.5734143257141113,15.50439453125,19.236777544021606,23,1139,82,82,2
31,0,minirocket,UMD,0.9930555555555556,0.434567928314209,1.1892192363739014,10.129602909088135,14.360393047332764,36,144,150,150,3
32,0,minirocket,Strawberry,0.9837837837837838,1.1860363483428955,0.03536796569824219,24.361384391784668,24.87505006790161,613,370,235,235,2
33,0,minirocket,SyntheticControl,0.9833333333333333,2.1466755867004395,0.19268178939819336,16.167514324188232,18.1687490940094,300,300,60,60,6
34,0,minirocket,Wine,0.8333333333333334,0.3643028736114502,0.3820953369140625,10.170273542404175,13.222312450408936,57,54,234,234,2
35,0,minirocket,Worms,0.7272727272727273,0.23063254356384277,0.35761475563049316,18.217811584472656,19.826195001602173,181,77,900,900,5
36,0,minirocket,WormsTwoClass,0.7792207792207793,0.0724782943725586,0.07436609268188477,18.072479248046875,19.697136402130127,181,77,900,900,2
37,0,minirocket,Yoga,0.908,0.04871320724487305,0.30559611320495605,72.57658076286316,75.69190502166748,300,3000,426,426,2
38,0,rocket,ArrowHead,0.8,2.108837842941284,10.82640790939331,10.462940454483032,30.15582776069641,36,175,251,251,3
39,0,rocket,Beef,0.8333333333333334,2.4621589183807373,3.099977493286133,11.563157558441162,22.224308490753174,30,30,470,470,5
40,0,rocket,BeetleFly,0.9,1.8080852031707764,2.3647403717041016,10.212459802627563,18.490727424621582,20,20,512,512,2
